Description	NES_A549	NES_Calu-3	NES_HepG2	NES_U937	p.adjust_A549	p.adjust_Calu-3	p.adjust_HepG2	p.adjust_U937
maintenance of protein localization in organelle	2.67328414585901	2.06826833418486	NA	1.72314963218694	3.61302214840541e-08	0.000281476239687093	NA	0.00430713070923249
base-excision repair	2.66745643956463	NA	NA	1.80247703702152	3.70025546722032e-08	NA	NA	0.00521642080490478
regulation of telomere maintenance via telomere lengthening	2.59935341631742	1.68282294828263	NA	1.99880005030341	3.72096862119256e-08	0.00686178617928413	NA	7.25238825966406e-05
erythrocyte differentiation	2.2810018291128	2.36497033297949	-1.47147224622645	2.17257170512254	4.03675828255163e-08	6.64354322305229e-10	0.0322151882791877	1.16344256858872e-08
response to acid chemical	2.25370443711916	2.40314128663369	-1.62342575382654	1.79332587774542	4.213352615902e-08	1.58613491091076e-09	0.00722744721428146	0.000298731603460824
positive regulation of viral process	2.56056922298865	2.00707748070779	NA	1.86237183134397	4.43332341952666e-08	0.000213128652530911	NA	0.000643229080750929
positive regulation of cell projection organization	1.89190804516257	2.51513632693819	-1.94684731879547	1.82436534744991	4.45923750632964e-08	6.64354322305229e-10	6.92931896009296e-09	1.21353043617838e-08
regulation of vasculature development	1.98440845879846	2.57064999375345	-1.63450751634408	2.01064574127105	4.96100156127209e-08	6.64354322305229e-10	0.000307606829499201	1.2732421875e-09
T cell receptor signaling pathway	2.25758333537336	2.20143110342536	-1.62412494191314	1.74200324948578	4.96407566429817e-08	3.38679037162056e-07	0.00817295746635188	0.000402555724969568
RNA stabilization	2.51122904819071	2.25781174298416	NA	1.98310703579388	5.07675404053687e-08	2.00586386568363e-06	NA	8.31689621353139e-05
regulation of protein binding	2.30469591963451	2.37847237429483	NA	1.54004808906388	5.07675404053687e-08	2.38141414556191e-09	NA	0.012642301614716
transcription by RNA polymerase I	2.44161634386212	2.2399866903679	NA	2.21537461249353	5.08541200792167e-08	2.84260463685092e-06	NA	5.84320170619899e-07
reproductive system development	1.95993271894748	2.06870353473833	-1.72051968847545	1.56983326310804	5.21404095698498e-08	7.65453799193043e-09	7.75436062873039e-05	0.000460937837432645
late endosome to vacuole transport	2.62811031041333	2.24213052471131	-1.64631726165567	1.63357685251155	5.28730652317353e-08	3.32476175385736e-05	0.0310783962954767	0.0161287586604854
U2-type prespliceosome assembly	2.71530625271672	NA	NA	1.86938508627811	5.46566931321247e-08	NA	NA	0.00168248544269198
cellular response to molecule of bacterial origin	2.09691780076062	2.44360760998833	-1.62128153057421	1.95692161494888	5.62415362728122e-08	6.64354322305229e-10	0.00343625205300917	6.28428160447916e-08
transforming growth factor beta receptor signaling pathway	2.05536744084767	2.43251425264821	-1.96312870788476	1.73304796403016	5.85260368081437e-08	6.64354322305229e-10	1.13464558991255e-06	5.85378312929555e-05
glial cell differentiation	2.03750212706448	2.46131095863113	-1.89649637820675	1.64748310181702	5.85260368081437e-08	6.64354322305229e-10	3.04303870774062e-06	0.000127338877067959
spindle checkpoint signaling	2.62550116988261	NA	NA	1.94446556145992	6.06211542141968e-08	NA	NA	0.000206100410789741
cellular response to peptide hormone stimulus	1.93618911520279	2.69321817100143	NA	2.01744540221876	6.1499927461501e-08	6.64354322305229e-10	NA	1.2732421875e-09
positive regulation of transcription elongation by RNA polymerase II	2.64369923007935	2.02305085592145	NA	2.24847363645841	6.25404632232792e-08	0.000218069867997773	NA	2.56644408614764e-07
vesicle-mediated transport in synapse	1.99684004342892	2.11420196773923	-1.50682574162847	1.94266076367521	6.25404632232792e-08	1.01510406543306e-08	0.00743176370979869	8.77579758748417e-09
response to decreased oxygen levels	1.90108561363358	2.44515128489819	-1.74423188912823	1.81268790058911	6.41310377753672e-08	6.64354322305229e-10	1.05579918685944e-05	6.4992877417267e-08
amide metabolic process	1.79719281411631	2.51687727325046	NA	1.56637624402675	6.8705799304323e-08	6.64354322305229e-10	NA	4.62079759068987e-05
leukocyte proliferation	1.95754215737879	2.57976426929156	-1.70621582523658	1.82000417652333	7.54305241554905e-08	6.64354322305229e-10	7.62703001286009e-05	1.33649544772161e-07
canonical Wnt signaling pathway	1.87913156725544	2.86309084703017	-1.92821302061436	1.64189952471001	7.82805784286326e-08	6.64354322305229e-10	4.16003025689281e-08	4.18464607301648e-05
cellular response to transforming growth factor beta stimulus	2.02357109816371	2.40916359525598	-1.93680510355788	1.80315348627773	7.9519310125414e-08	6.64354322305229e-10	1.25965555088096e-07	3.03218166022152e-06
mitotic spindle assembly checkpoint signaling	2.63205619238106	NA	NA	1.96984595033252	8.12575844168726e-08	NA	NA	0.000175425494765369
spindle assembly checkpoint signaling	2.63205619238106	NA	NA	1.96984595033252	8.12575844168726e-08	NA	NA	0.000175425494765369
mitotic spindle checkpoint signaling	2.63205619238106	NA	NA	1.96984595033252	8.12575844168726e-08	NA	NA	0.000175425494765369
response to transforming growth factor beta	1.96011985937063	2.40282791821793	-1.93961843143573	1.82639260030605	8.40222760970648e-08	6.64354322305229e-10	2.38608676906198e-07	8.3968502672913e-07
protein homooligomerization	2.13462170645156	1.95205402810648	-1.56269814155131	1.5935937782079	8.59075981691348e-08	3.73541439249626e-06	0.00733391838904964	0.00112640803211638
regulation of signal transduction by p53 class mediator	2.31128901436009	2.17565845524085	NA	1.96123431566791	8.71018150471684e-08	4.63574188531292e-07	NA	2.91519397690227e-05
regulation of spindle assembly	2.61065558713019	NA	-1.67754305417301	1.89640431355009	8.79060132667241e-08	NA	0.0227237031980245	0.000449410096219449
substantia nigra development	2.61974431825129	2.08839677944915	NA	NA	8.80956779379589e-08	0.000309839996860121	NA	NA
regulation of Wnt signaling pathway	1.88430727145932	2.80406469500489	-1.85582098065128	1.68996758888781	8.98874325499454e-08	6.64354322305229e-10	6.64397162400055e-07	7.27165246627767e-06
protein K63-linked ubiquitination	2.48734186505218	2.21107309903785	NA	1.59814840361533	8.99914179796748e-08	3.86355745170887e-06	NA	0.0169099607446636
vesicle-mediated transport between endosomal compartments	2.56972215553583	2.12580993703429	-1.69176050454766	1.80015954250773	9.21926921184375e-08	5.63251462093706e-05	0.0124036992013948	0.00227678089215196
RNA methylation	2.37268972543761	1.96513002094735	-1.65648789939132	2.08372899610685	9.23003440667029e-08	0.000173842270632392	0.00976938735415674	3.17266587064025e-06
response to reactive oxygen species	2.11662757177093	2.15948861893778	-1.69016239895246	1.98690409962039	9.2940830570555e-08	5.53618215675212e-08	0.000669628287813369	8.61083978970729e-08
TOR signaling	2.10819733398195	2.48102483235173	-1.57472361600326	1.96527030736271	9.39131635650262e-08	6.64354322305229e-10	0.00543359085199453	3.47295290112213e-07
reproductive structure development	1.94508650392474	2.02481540365364	-1.72000591059753	1.55898714882159	9.421056636911e-08	1.20997944986623e-07	0.000126678523467127	0.000313596690497501
RNA-templated DNA biosynthetic process	2.46831492758923	NA	NA	1.94747957306	9.73097683448869e-08	NA	NA	0.000169968106706706
regulation of cysteine-type endopeptidase activity involved in apoptotic process	2.18708451366332	2.61746413751468	-1.51693627119071	1.63380476083109	1.02342772950581e-07	6.64354322305229e-10	0.0155341328551499	0.00376876399335494
cellular response to steroid hormone stimulus	2.06810958650062	2.41118202250219	-1.66758484517085	1.73446461031842	1.06079406253108e-07	6.64354322305229e-10	0.00125152167679991	0.000114804663013906
cell projection morphogenesis	1.61345988860588	2.51939398850933	-1.80245408090443	2.01210845054047	1.06079406253108e-07	6.64354322305229e-10	3.0575432076144e-09	1.2732421875e-09
B cell activation	1.99669746787921	2.10891100225552	-1.85433906030732	2.02490007723084	1.08664758177645e-07	6.20910503127605e-09	6.85046699102096e-06	1.2732421875e-09
mitotic cytokinetic process	2.59858188990562	1.791318695073	NA	1.66998175202458	1.08868304432878e-07	0.00716392201796889	NA	0.00733682063616074
protein insertion into membrane	2.5762968110698	2.30502988176959	NA	NA	1.10376477663844e-07	4.96819699748344e-06	NA	NA
regulation of membrane permeability	2.48777086023404	2.42620671973615	-1.69687471260226	1.58194913592503	1.10376477663844e-07	6.61543973603703e-08	0.011004325018098	0.0170184593362841
regulation of protein localization to plasma membrane	2.30129166239673	2.38475430394469	NA	1.96966980730133	1.10376477663844e-07	3.53922291235515e-09	NA	1.74536322445844e-05
positive regulation of chromosome separation	2.61845456772081	NA	NA	1.77167479276261	1.12295241583888e-07	NA	NA	0.00305855037015288
nuclear receptor-mediated steroid hormone signaling pathway	2.28849956872236	2.12085169343924	-1.57567402512132	1.84846885716953	1.13038422393066e-07	1.53402658356906e-06	0.0141595433062619	0.0001202957008978
regulation of microtubule polymerization or depolymerization	2.30644947861666	1.78387975051076	-1.5536117252051	1.8145313547654	1.15512487095545e-07	0.000723607661198055	0.0195400557899684	0.000550307169666631
multicellular organismal reproductive process	1.55595440485234	1.65171014231139	-1.41259284487465	1.5034610981857	1.21182788982262e-07	9.82679025370225e-08	0.000921493907400008	6.84999960931167e-07
phagocytosis	2.04043668597854	2.12237349656691	-1.69503274530773	2.04203640980467	1.2462531633637e-07	2.25841321983045e-08	0.000531010406804476	1.2732421875e-09
negative regulation of protein catabolic process	2.25713747056079	2.51200813778764	NA	1.90897151665988	1.25612117781973e-07	6.64354322305229e-10	NA	3.81915222752484e-05
negative regulation of binding	2.30431255796321	2.04861420612574	NA	1.4713125225373	1.26864189327573e-07	1.86215628089894e-05	NA	0.0261421153874927
reactive oxygen species metabolic process	1.99793779204146	2.12906539948774	-1.69560839326035	1.53868834059418	1.27852512699669e-07	5.03736568301407e-08	0.000339824205685943	0.0034824813108539
developmental growth	1.64682636251297	2.66221659802608	-1.88440457059469	1.87942673013085	1.29326266739835e-07	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
tRNA processing	2.17251366819789	1.92391320558764	-1.86782445054503	2.1885233337122	1.30561024282961e-07	2.68126547187205e-05	6.40360487389324e-05	2.22108851241675e-09
regulation of epithelial cell proliferation	1.8583590943614	2.6741854224808	-1.50571660034462	1.70776950374123	1.31565161401344e-07	6.64354322305229e-10	0.00502732877095665	3.50958066942086e-06
telomere maintenance via telomerase	2.47158361084438	NA	NA	1.94736652294484	1.33632720678053e-07	NA	NA	0.00016063461937382
alternative mRNA splicing, via spliceosome	2.42611250116943	1.82251402993798	NA	1.94221111873984	1.34855619888815e-07	0.00142377239258345	NA	6.16623830092287e-05
nuclear-transcribed mRNA catabolic process	2.27453307860794	2.07201458489481	NA	2.22772332788802	1.36171581324882e-07	6.7347613126265e-06	NA	2.52840691871824e-09
regulation of anatomical structure size	1.72129622196921	2.42951344131046	-1.82060599033812	1.8909743180351	1.36542334248552e-07	6.64354322305229e-10	4.13228196810743e-08	1.2732421875e-09
membrane assembly	2.53479196691684	2.19570780245127	NA	1.80271683707988	1.37917721950128e-07	7.30427416350951e-06	NA	0.0019050611610778
stem cell population maintenance	2.10536086261688	2.04766069665691	-1.51446751365286	2.08595743075815	1.41196283236704e-07	1.14157079888011e-06	0.0176288992566679	1.29702161670212e-08
ERAD pathway	2.24997045851594	2.45923014984678	-1.88061947895216	1.82608145692629	1.44793518819202e-07	6.64354322305229e-10	0.000106317794401057	0.000190417459117563
regeneration	2.08079406190722	2.55025027333691	-1.74604929483837	1.63693650509589	1.45031378604256e-07	6.64354322305229e-10	0.000619837080437744	0.000920860498013363
cellular response to insulin stimulus	2.01146364227696	2.62280980427193	-1.44243452562004	2.06472758942163	1.4544159203922e-07	6.64354322305229e-10	0.0195414643787128	1.84390244632324e-09
protein refolding	2.59953619533843	1.59921690273781	-1.60295554622972	1.69821213899174	1.51106108346625e-07	0.0301311794089004	0.0450027015847252	0.0117848996509886
protein dephosphorylation	2.14741717295207	2.56975035294711	NA	1.83227972053645	1.53575672735959e-07	6.64354322305229e-10	NA	9.59204862093225e-05
small molecule catabolic process	1.80716059755166	2.22039122255938	-1.38598632712717	NA	1.55224085861694e-07	6.64354322305229e-10	0.0162516630239482	NA
positive regulation of secretion by cell	1.92734770340193	2.4569315854431	-1.54683176736233	1.64889392981849	1.69900460244782e-07	6.64354322305229e-10	0.0018790722623365	6.12535281773257e-05
positive regulation of T cell activation	1.99921617987544	2.76215303013442	-1.82738386139409	1.89214294303796	1.78134642889255e-07	6.64354322305229e-10	2.83136644012156e-05	8.48938842620938e-08
dephosphorylation	2.02204182077398	2.58497649238814	NA	1.81294215766646	1.84103491725346e-07	6.64354322305229e-10	NA	4.01776938642399e-06
regulation of endothelial cell migration	2.07979885325372	2.44349005318153	-1.4233642689668	1.86087496818989	1.85042252537651e-07	6.64354322305229e-10	0.0493319061503041	2.04460488520149e-05
maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2.5860707461371	1.68629301967052	-1.60176519072794	1.84800821570429	1.90768995200322e-07	0.0224150590061547	0.02762491232689	0.00100315222560992
regulation of G2/M transition of mitotic cell cycle	2.23816031157006	NA	NA	2.12680344387218	1.9356636485551e-07	NA	NA	2.91465378580919e-07
regulation of neurogenesis	1.79628150857593	2.32841475214164	-1.93061828422856	1.82999068852799	1.95090951958542e-07	6.64354322305229e-10	1.27032356714139e-08	7.39860947628865e-09
muscle cell differentiation	1.78822717732007	2.27720228447787	-1.82070910915869	1.55221665126565	1.97821387087338e-07	6.64354322305229e-10	3.4041551581353e-07	9.12174834825e-05
import into nucleus	2.12175663770004	1.98404622025308	NA	2.18562388778565	1.99281909534437e-07	3.50129152367053e-06	NA	1.2732421875e-09
phosphatidylinositol 3-kinase/protein kinase B signal transduction	1.91961933822351	2.63659758920432	-1.77461727331213	1.70322977058749	2.04456913560696e-07	6.64354322305229e-10	2.29531090280188e-05	9.4125386039511e-06
DNA replication initiation	2.5784252112294	NA	NA	1.79662750114406	2.0903428997652e-07	NA	NA	0.00326261345193177
spliceosomal complex assembly	2.34384348175834	NA	NA	1.80813132234798	2.13765796143785e-07	NA	NA	0.00133840863030761
cell-cell signaling	1.45470633958474	2.32156797162731	-1.76358378612524	1.69355759599429	2.20853729067796e-07	6.64354322305229e-10	2.40967741935484e-09	1.2732421875e-09
positive regulation of type I interferon production	2.40673536865272	2.07511317288607	NA	1.86812064633692	2.2432762940364e-07	2.63472176629409e-05	NA	0.000580998839188682
regulation of microtubule polymerization	2.43866520437677	1.83746434942948	-1.70192856752801	1.93038052823818	2.29949708436828e-07	0.00223480820884701	0.00905162822217834	0.000234252845314563
lysosome organization	2.25208305684161	2.20662126593382	-1.72166431317495	1.62792320907583	2.42118349998437e-07	2.08153537134599e-07	0.00227617004509192	0.00493533944845433
lytic vacuole organization	2.25208305684161	2.20662126593382	-1.72166431317495	1.62792320907583	2.42118349998437e-07	2.08153537134599e-07	0.00227617004509192	0.00493533944845433
regulation of cell projection assembly	2.02059145835132	2.27454859925257	-1.83321550656835	1.75745361117475	2.42548128841549e-07	6.64354322305229e-10	3.73469874813659e-05	3.94096399836393e-05
